Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
35,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,32.0,1993,4,4,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0.00,0.24,6,15,32,2,0,0.0,0.57,0.00,0.00,,25.3,0,0,0,0.0,0.0,0.01,0.0,0.0,141,177,79.7,2215,986,0,0.8,0.7,-0.8,10,13,11,5,15,155,20,2,0,0,17,18,0,0,0,0,141,9,5,5,3,1,9,77.8,2,10,3,7,4,13,3,0,15,4.29,14,0,0,0,1,0,1,0.29,211,9,52,74,87,8,211,2,1,50.0,1,50.0,110,459,257,6,4,1,5,1,131,32,1,0,0,1,1,2,17,4,5,0,0,0,12,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30.0,1995,1,0,75,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.02,1,0,0,1,0,0.0,1.20,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0,37,53,69.8,726,257,0,0.0,0.0,0.0,0,2,0,0,0,36,17,0,0,2,0,17,0,0,0,0,37,6,6,4,2,0,3,100.0,0,0,0,0,1,7,6,0,0,0.00,0,0,0,0,0,0,0,0.00,71,3,28,34,12,0,71,6,1,16.7,5,83.3,26,144,39,1,1,0,2,0,30,0,1,0,0,2,1,0,0,1,6,0,0,0,3,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,28.0,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.2,0.00,0.06,5,11,8,2,0,0.0,0.67,0.00,0.00,,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,125,157,79.6,2161,962,0,0.1,0.3,-0.1,2,13,2,1,11,131,26,5,0,1,13,20,1,0,0,0,125,6,3,2,2,2,4,100.0,0,1,0,1,5,11,14,0,1,0.33,1,0,0,0,0,0,0,0.00,203,13,70,75,62,3,203,11,3,27.3,8,72.7,82,362,212,5,4,1,0,5,108,8,1,0,0,5,3,0,13,5,3,0,0,0,20,4,2,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19.0,2006,2,2,75,0.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.00,0.00,1,3,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,28,33,84.8,513,207,0,0.0,0.0,0.0,0,3,1,0,3,30,3,3,0,0,0,0,0,0,0,0,28,1,1,0,1,0,2,50.0,1,2,1,1,3,4,2,0,1,1.20,1,0,0,0,0,0,0,0.00,42,3,22,17,3,1,42,0,0,,0,,21,80,40,1,1,1,2,0,26,1,0,1,0,1,0,0,0,3,1,0,0,0,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24.0,2001,3,3,202,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.00,0.11,6,7,8,2,0,0.0,0.89,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.02,0.0,0.0,105,121,86.8,1529,385,0,0.2,0.5,-0.2,2,6,0,0,7,100,21,2,0,0,2,19,0,0,0,0,105,9,6,7,2,0,7,42.9,4,4,0,4,5,14,9,0,4,1.78,4,0,0,0,0,0,1,0.45,164,10,60,65,39,2,164,6,1,16.7,5,83.3,75,385,160,6,2,0,4,2,95,8,1,0,0,4,1,0,2,5,6,0,0,0,8,3,2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Tosin Aiyegun,bj BEN,"FW,MF",Lorient,fr Ligue 1,27.0,1998,4,3,239,2.7,2,0,2,2,0,0,0,0,1.7,1.3,0.4,1.6,0.75,0.78,4,7,15,9,3,33.3,3.39,1.13,0.22,0.67,14.9,0,0,0,1.7,1.3,0.14,+0.3,+0.7,35,45,77.8,507,149,0,0.4,0.3,-0.4,4,8,2,0,7,43,1,0,1,0,0,1,0,0,0,0,35,1,1,0,1,0,2,50.0,1,0,0,0,1,2,0,0,7,2.64,4,0,0,2,1,0,0,0.00,63,0,5,27,32,12,63,4,2,50.0,1,25.0,39,240,115,4,5,1,0,5,53,15,0,0,0,3,2,0,0,1,1,0,0,0,3,3,4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27.0,1998,2,0,14,0.2,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,6.43,4.57,0,1,0,1,1,100.0,6.43,6.43,0.00,0.00,11.4,0,0,0,0.0,0.0,0.04,0.0,0.0,4,4,100.0,64,46,1,0.7,0.4,+0.3,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,6.43,1,0,0,0,0,0,1,6.43,6,1,1,3,2,2,6,0,0,,0,,2,9,5,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31.0,1994,4,4,360,4.0,0,0,0,0,0,0,1,0,0.8,0.8,0.2,0.9,0.00,0.24,2,6,15,6,0,0.0,1.50,0.00,0.00,,9.8,0,0,0,0.8,0.8,0.13,-0.8,-0.8,55,87,63.2,878,85,0,0.2,0.3,-0.2,4,3,0,0,6,84,3,0,0,3,0,0,0,0,0,0,55,1,1,1,0,0,0,,0,2,1,1,0,1,5,0,12,3.00,7,0,0,1,4,0,2,0.50,112,5,12,48,55,17,112,3,2,66.7,1,33.3,51,226,87,2,3,0,3,5,86,15,1,0,0,8,10,2,0,0,1,1,0,0,8,28,10,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Manuel Akanji,ch SUI,DF,Inter,it Serie A,30.0,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.02,3,8,4,1,0,0.0,1.00,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.02,0.0,0.0,82,91,90.1,1608,369,0,0.0,0.1,0.0,0,9,2,1,8,84,7,5,0,0,1,2,0,0,0,0,82,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,1,1.00,0,0,0,1,0,0,0,0.00,96,3,21,49,26,2,96,0,0,,0,,51,231,158,3,3,1,0,0,68,4,0,0,0,0,2,0,1,1,0,0,0,0,3,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30.0,1995,2,0,71,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.18,0,2,0,1,0,0.0,1.27,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1,33,39,84.6,571,201,0,0.0,0.1,0.0,0,0,2,2,2,31,8,3,0,0,2,5,0,0,0,0,33,1,1,1,0,0,1,100.0,0,1,0,1,1,2,3,0,1,1.27,1,0,0,0,0,0,0,0.00,46,2,20,15,11,1,46,1,0,0.0,1,100.0,27,81,35,0,0,0,0,0,31,0,0,0,0,0,2,0,2,1,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Ilias Akhomach,ma MAR,"FW,MF",Villarreal,es La Liga,21.0,2004,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.00,0.52,3,2,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,19,22,86.4,373,106,0,0.2,0.3,-0.2,3,2,1,1,2,18,4,1,0,0,4,0,3,2,0,0,19,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,4,8.78,2,2,0,0,0,0,0,0.00,31,1,3,11,17,1,31,3,0,0.0,3,100.0,21,162,83,3,2,1,2,4,23,2,0,0,0,1,1,0,4,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,20.0,2004,2,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.09,1,9,4,2,1,50.0,1.51,0.76,0.00,0.00,32.4,0,0,0,0.0,0.0,0.02,0.0,0.0,52,54,96.3,878,275,0,0.1,0.1,-0.1,2,5,1,0,9,52,2,1,0,0,0,0,0,0,0,0,52,4,2,1,2,1,1,100.0,0,1,0,1,0,4,1,0,4,3.03,4,0,0,0,0,0,0,0.00,67,0,12,41,16,0,67,3,2,66.7,1,33.3,38,167,98,1,2,0,3,0,41,4,0,0,0,2,0,0,0,0,2,0,0,0,10,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,fr Ligue 1,23.0,2002,4,4,360,4.0,2,1,3,2,0,0,1,0,2.3,2.3,0.8,3.1,0.75,0.78,17,20,25,9,3,33.3,2.25,0.75,0.22,0.67,14.8,0,0,0,2.3,2.3,0.26,-0.3,-0.3,161,208,77.4,2511,669,1,0.8,1.3,+0.2,7,19,6,1,20,195,13,2,1,0,15,5,6,1,4,0,161,5,3,1,3,1,5,20.0,4,1,0,1,4,9,4,0,10,2.50,6,3,1,0,0,0,1,0.25,258,7,33,108,120,15,258,10,2,20.0,8,80.0,149,936,462,17,12,6,11,7,181,25,1,0,0,3,1,3,15,4,3,0,0,0,24,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,4,17,2,1,0,0.0,0.33,0.00,0.00,,19.7,0,0,0,0.0,0.0,0.01,0.0,0.0,154,184,83.7,3183,1035,0,0.0,0.0,0.0,0,21,0,0,17,169,14,6,0,3,0,3,0,0,0,0,154,3,1,3,0,0,4,25.0,3,4,2,2,3,6,17,0,3,1.00,2,1,0,0,0,0,0,0.00,215,27,97,116,5,1,215,3,2,66.7,0,0.0,146,537,307,4,0,0,1,0,150,2,0,0,0,0,5,0,0,3,1,0,0,1,7,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30.0,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,3,6,50.0,47,21,0,0.0,0.0,0.0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,100.0,0,0,0,0,1,2,3,0,0,0.00,0,0,0,0,0,0,0,0.00,11,3,9,2,0,0,11,0,0,,0,,1,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,David Alaba,at AUT,DF,Real Madrid,es La Liga,33.0,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,0.00,5,3,4,1,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,22.0,2002,3,1,115,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.01,1,1,7,1,1,100.0,0.78,0.78,0.00,0.00,12.8,0,0,0,0.0,0.0,0.01,0.0,0.0,27,34,79.4,485,26,0,0.0,0.0,0.0,0,1,0,0,1,31,2,0,0,0,1,0,0,0,0,0,27,4,1,1,2,1,7,57.1,3,2,1,1,0,4,0,1,3,2.35,0,0,1,1,1,0,0,0.00,52,0,9,28,17,2,52,4,3,75.0,0,0.0,23,136,66,1,1,0,7,0,25,7,1,0,0,0,2,0,1,0,1,0,0,0,7,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28.0,1996,4,3,308,3.4,0,1,1,0,0,0,0,0,0.1,0.1,0.0,0.1,0.29,0.04,6,18,0,3,0,0.0,0.88,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,198,231,85.7,4022,1651,1,0.0,0.2,+1.0,1,15,2,2,18,228,3,2,0,3,3,1,0,0,0,0,198,7,2,5,2,0,6,66.7,2,2,2,0,8,15,18,0,2,0.58,1,0,0,0,1,0,1,0.29,273,19,118,145,11,5,273,4,3,75.0,1,25.0,176,1004,629,6,3,0,2,1,194,0,0,0,0,2,2,0,3,8,2,0,0,0,16,7,9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27.0,1998,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.00,0.68,0,1,0,3,1,33.3,10.00,3.33,0.00,0.00,13.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,3,4,75.0,60,23,0,0.0,0.0,0.0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,3.33,0,0,0,0,1,0,0,0.00,8,0,0,2,6,3,8,0,0,,0,,4,19,3,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,27.0,1998,4,4,343,3.8,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,0.26,0.17,1,8,17,3,0,0.0,0.79,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,146,180,81.1,2400,630,1,0.6,0.9,+0.4,6,18,4,4,8,158,22,12,0,1,17,0,10,2,4,0,146,8,5,3,5,0,4,100.0,0,4,1,3,2,10,5,0,11,2.89,8,3,0,0,0,0,1,0.26,218,5,31,119,72,1,218,5,2,40.0,2,40.0,128,413,145,1,6,0,9,5,150,17,0,0,0,8,4,0,17,2,5,0,0,0,19,2,3,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,26.0,1998,4,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.00,0.04,3,5,4,1,0,0.0,0.60,0.00,0.00,,25.4,0,0,0,0.0,0.0,0.02,0.0,0.0,111,141,78.7,1681,337,0,0.0,0.1,0.0,1,10,0,0,5,120,19,1,0,1,10,16,2,1,1,0,111,2,1,1,1,0,4,50.0,2,2,1,1,3,5,1,0,5,2.98,5,0,0,0,0,0,0,0.00,154,4,22,75,59,2,154,1,1,100.0,0,0.0,108,447,262,3,5,2,2,0,112,4,0,0,0,1,0,0,10,3,1,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Alfon,es ESP,"FW,DF",Sevilla,es La Liga,26.0,1999,2,2,150,1.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.4,0.60,0.23,6,3,11,4,3,75.0,2.40,1.80,0.25,0.33,20.3,0,0,0,0.2,0.2,0.06,+0.8,+0.8,30,39,76.9,440,95,0,0.1,0.1,-0.1,3,4,1,0,3,34,5,0,0,0,2,5,0,0,0,0,30,1,0,0,0,1,1,100.0,0,0,0,0,1,2,5,0,5,3.00,5,0,0,0,0,0,0,0.00,67,1,8,23,37,10,67,8,1,12.5,6,75.0,44,282,116,6,3,4,5,5,42,11,0,0,0,2,2,0,2,1,0,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Alisson,br BRA,GK,Liverpool,eng Premier League,32.0,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,129,157,82.2,3319,2264,0,0.0,0.0,0.0,0,3,0,0,4,137,20,9,0,1,0,0,0,0,0,0,129,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,1,0.25,1,0,0,0,0,0,1,0.25,161,110,151,10,0,0,161,0,0,,0,,109,421,240,0,0,0,0,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,,4,1.00,7,3,42.9,4,0,0,2,50.0,0,0,0,0,3.2,0.46,-0.8,-0.19,19,45,42.2,146,14,28.8,32.1,50,2,4.0,7,1.75,15.1
58,Jim Allevinah,ga GAB,"FW,DF",Angers,fr Ligue 1,30.0,1995,3,0,80,0.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0.00,0.29,1,1,1,2,0,0.0,2.25,0.00,0.00,,19.1,0,0,0,0.3,0.3,0.13,-0.3,-0.3,10,13,76.9,143,34,0,0.0,0.0,0.0,0,0,0,0,1,12,0,0,0,0,1,0,0,0,0,0,10,1,0,1,0,0,1,100.0,0,2,1,1,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,27,2,9,14,6,2,27,5,1,20.0,4,80.0,19,102,29,1,0,1,2,1,16,1,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24.0,2001,3,3,206,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,0.00,0.35,5,15,8,3,1,33.3,1.31,0.44,0.00,0.00,13.8,0,0,0,0.2,0.2,0.07,-0.2,-0.2,107,127,84.3,1854,479,0,0.6,0.4,-0.6,4,10,3,1,15,119,8,3,2,1,8,0,5,1,3,0,107,3,2,0,3,0,3,33.3,2,1,1,0,1,4,0,0,9,3.93,8,0,0,1,0,0,2,0.87,147,3,22,66,61,7,147,6,4,66.7,2,33.3,87,499,227,5,4,2,8,0,105,8,0,0,0,1,4,0,8,1,2,0,0,0,18,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,25.0,2000,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,3,3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,9,13,69.2,193,41,0,0.0,0.0,0.0,0,1,1,0,3,10,3,0,0,0,3,0,3,1,1,0,9,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0.00,14,0,2,5,7,0,14,0,0,,0,,9,118,88,3,2,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Pontus Almqvist,se SWE,"MF,DF",Parma,it Serie A,26.0,1999,3,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,0.00,0.46,7,0,10,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,26,34,76.5,305,46,0,0.8,0.5,-0.8,4,1,1,1,0,34,0,0,0,0,1,0,0,0,0,0,26,1,0,0,1,0,5,20.0,4,3,0,3,1,2,0,0,6,3.31,5,0,1,0,0,0,0,0.00,60,2,7,26,27,5,60,7,2,28.6,4,57.1,34,227,112,7,6,5,4,4,34,10,0,0,0,1,3,0,1,1,0,0,0,0,8,4,3,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34.0,1990,3,2,213,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.00,0.04,13,21,5,3,0,0.0,1.27,0.00,0.00,,22.5,1,0,0,0.1,0.1,0.03,-0.1,-0.1,176,199,88.4,3083,1218,0,0.0,0.2,0.0,0,20,1,0,21,186,10,8,2,1,1,2,0,0,0,0,176,3,1,1,1,1,1,100.0,0,1,1,0,3,6,18,0,0,0.00,0,0,0,0,0,0,0,0.00,234,10,75,133,26,5,234,2,1,50.0,1,50.0,138,1028,782,13,9,1,2,1,172,5,1,0,0,3,3,0,1,3,1,0,0,0,8,6,2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Sergi Altimira,es ESP,MF,Betis,es La Liga,24.0,2001,5,5,413,4.6,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0.22,0.04,6,9,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,232,251,92.4,3848,850,1,0.2,0.2,+0.8,4,18,0,0,9,240,11,10,0,0,1,1,0,0,0,0,232,19,10,7,11,1,11,63.6,4,6,3,3,10,29,8,0,7,1.53,6,0,0,0,0,1,1,0.22,301,11,93,184,31,2,301,2,1,50.0,1,50.0,161,912,443,6,8,1,4,2,198,2,1,0,0,4,6,0,1,10,10,0,0,0,23,6,4,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Carlos Álvarez,es ESP,"MF,FW",Levante,es La Liga,22.0,2003,4,2,194,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,0.46,0.26,7,12,3,1,0,0.0,0.46,0.00,0.00,,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,47,71,66.2,809,378,1,0.5,0.6,+0.5,3,12,4,0,12,63,7,3,5,0,4,0,3,0,2,0,47,3,2,1,2,0,6,16.7,5,0,0,0,2,5,0,0,4,1.86,4,0,0,0,0,0,1,0.46,90,0,14,52,24,2,90,4,1,25.0,3,75.0,61,335,198,7,1,0,2,2,59,3,0,0,0,3,4,0,4,2,2,0,0,0,14,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Hugo Álvarez,es ESP,"FW,DF",Celta Vigo,es La Liga,22.0,2003,3,1,121,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.1,0.74,0.08,4,12,14,1,1,100.0,0.74,0.74,1.00,1.00,19.4,0,0,0,0.1,0.1,0.05,+0.9,+0.9,62,74,83.8,896,231,0,0.1,0.1,-0.1,2,3,5,0,12,71,3,0,0,0,2,3,0,0,0,0,62,2,2,1,0,1,1,100.0,0,1,0,1,3,5,1,0,4,2.98,4,0,0,0,0,0,0,0.00,89,1,9,37,44,4,89,4,1,25.0,3,75.0,45,218,132,4,3,2,3,0,68,14,0,0,0,0,2,0,2,3,2,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25.0,2000,4,4,303,3.4,1,1,2,1,0,0,1,0,0.7,0.7,1.0,1.7,0.59,0.51,6,17,23,8,4,50.0,2.38,1.19,0.13,0.25,21.6,2,0,0,0.7,0.7,0.09,+0.3,+0.3,103,135,76.3,1588,409,1,1.0,0.9,0.0,7,6,8,0,17,116,18,4,3,1,11,0,10,5,4,0,103,2,1,0,2,0,3,33.3,2,1,0,1,1,3,0,0,18,5.35,13,3,2,0,0,0,1,0.30,162,0,4,57,102,9,162,9,2,22.2,7,77.8,86,516,248,6,5,0,5,5,116,23,1,0,0,3,2,0,11,1,1,0,0,0,7,0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Skelly Alvero,fr FRA,DF,Werder Bremen,de Bundesliga,23.0,2002,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,23,24,95.8,447,104,0,0.0,0.0,0.0,0,2,0,0,2,24,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,,0,1,1,0,1,1,3,0,0,0.00,0,0,0,0,0,0,0,0.00,31,7,13,17,1,0,31,0,0,,0,,22,86,44,1,0,0,0,0,21,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Giuseppe Ambrosino,it ITA,FW,Napoli,it Serie A,22.0,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,0,2,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,1,5.63,0,0,1,0,0,0,0,0.00,4,1,1,1,2,0,4,1,1,100.0,0,0.0,3,26,16,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
